CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,Grouped_Housing_Type,OCCUPATION_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,label
F,State servant,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,180000,-14842,-8011,0,0,0,2,41,22,1
F,Working,Higher education,Married,House / apartment,Core staff,1,1,1,360000,-12367,-928,1,0,0,3,34,2.5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0,1,1,112500,-10124,-1358,0,0,0,3,28,3.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Private service staff,0,0,0,157500,-14130,-2877,1,1,1,2,39,8,1
F,Working,Higher education,Married,House / apartment,Core staff,1,1,0,85500,-18438,-9724,0,1,0,2,51,26.5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,0,180000,-17988,-630,0,1,0,2,49,1.5,1
M,Commercial associate,Higher education,Married,Other,IT staff,1,0,0,540000,-13806,-5310,1,1,0,2,38,14.5,1
F,Working,Higher education,Married,House / apartment,Managers,1,0,0,562500,-14654,-2836,1,0,0,2,40,8,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,2,675000,-18605,-224,0,0,0,4,51,0.5,1
F,Working,Secondary / secondary special,Married,Other,Core staff,0,0,0,157500,-18246,-2417,0,0,0,2,50,6.5,1
M,Working,Higher education,Single / not married,House / apartment,Laborers,1,1,0,135000,-9898,-1178,0,0,0,1,27,3,1
F,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,0,1,0,180000,-12946,-341,0,1,1,2,35,1,1
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,270000,-18114,-10121,0,0,0,2,50,27.5,1
F,Working,Incomplete higher,Married,House / apartment,Laborers,0,0,1,112500,-10526,-2327,0,0,0,3,29,6.5,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,0,0,225000,-8958,-217,1,1,0,1,25,0.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,135000,-14495,-3505,0,1,0,2,40,9.5,1
M,Working,Higher education,Single / not married,House / apartment,Laborers,1,1,0,135000,-9898,-1178,0,0,0,1,27,3,1
F,Working,Secondary / secondary special,Married,House / apartment,Secretaries,0,1,1,135000,-11305,-1891,0,0,0,3,31,5,1
F,Commercial associate,Higher education,Married,House / apartment,Cleaning staff,0,1,0,103500,-18826,-837,0,0,0,2,52,2.5,1
F,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0,1,0,202500,-17828,-305,1,0,0,2,49,1,1
F,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,1,1,1,135000,-11062,-134,0,1,0,3,30,0.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,2,180000,-9930,-2324,0,0,1,4,27,6.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,0,2,225000,-14476,-4987,0,0,0,4,40,13.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,274500,-20459,-6930,0,0,0,2,56,19,0
M,Working,Secondary / secondary special,Separated,House / apartment,Drivers,1,1,0,126000,-18512,-211,1,1,0,1,51,0.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Accountants,1,1,3,405000,-13886,-4003,0,0,0,5,38,11,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,1,1,3,180000,-11363,-721,0,1,0,5,31,2,1
M,Working,Higher education,Married,House / apartment,Core staff,1,0,2,135000,-12725,-1631,0,0,0,4,35,4.5,1
F,Working,Incomplete higher,Single / not married,House / apartment,Secretaries,0,1,0,135000,-10932,-575,0,0,0,1,30,1.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,270000,-15167,-2162,0,0,0,3,42,6,1
F,Commercial associate,Higher education,Married,House / apartment,HR staff,0,0,0,135000,-14924,-2257,1,0,0,2,41,6,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,1,1,0,180000,-14488,-2181,0,0,0,2,40,6,0
F,Working,Higher education,Married,House / apartment,Core staff,1,1,0,225000,-17402,-3153,0,1,0,2,48,8.5,1
F,State servant,Higher education,Married,House / apartment,Accountants,0,0,0,270000,-11451,-2206,0,1,0,2,31,6,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,2,315000,-15476,-2879,0,1,0,4,42,8,1
F,State servant,Higher education,Married,House / apartment,Core staff,1,1,0,180000,-14934,-3700,0,0,0,2,41,10,1
F,State servant,Higher education,Married,House / apartment,Laborers,0,0,0,202500,-17274,-1348,0,1,0,2,47,3.5,1
M,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,1,1,3,180000,-14192,-824,1,1,0,5,39,2.5,0
M,Working,Higher education,Civil marriage,House / apartment,Laborers,1,1,0,382500,-10613,-705,0,0,0,2,29,2,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,135000,-10445,-249,0,0,0,2,29,0.5,1
F,Working,Higher education,Married,House / apartment,Managers,0,1,0,202500,-18902,-8649,0,0,0,2,52,23.5,1
M,Commercial associate,Higher education,Married,House / apartment,Drivers,1,1,0,405000,-16271,-398,0,0,0,2,45,1,1
M,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,0,1,0,135000,-9530,-430,1,0,0,1,26,1,0
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,1,0,292500,-18942,-4854,1,0,0,2,52,13.5,1
F,Working,Higher education,Married,House / apartment,Accountants,0,1,0,135000,-13570,-3626,0,0,0,2,37,10,1
F,Working,Incomplete higher,Married,House / apartment,Core staff,0,0,0,157500,-16888,-2687,0,0,0,2,46,7.5,1
F,Working,Higher education,Single / not married,House / apartment,Sales staff,0,0,0,157500,-16789,-738,1,1,0,1,46,2,1
F,State servant,Higher education,Single / not married,House / apartment,Managers,1,0,0,247500,-16918,-4174,1,0,0,1,46,11.5,1
M,Commercial associate,Secondary / secondary special,Single / not married,Other,Laborers,0,0,0,112500,-15853,-298,0,1,0,1,43,1,1
F,Working,Secondary / secondary special,Married,Other,Core staff,0,0,2,67500,-13891,-248,1,1,0,4,38,0.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,157500,-21199,-5069,0,0,1,2,58,14,1
F,Working,Secondary / secondary special,Widow,House / apartment,Core staff,1,0,0,135000,-23224,-3382,1,1,0,1,64,9.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,166500,-18926,-6276,1,1,0,2,52,17,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,2,126000,-16468,-3304,1,1,0,4,45,9,1
M,Working,Higher education,Married,House / apartment,Drivers,1,1,1,360000,-15556,-1327,0,0,0,3,43,3.5,1
F,Commercial associate,Higher education,Married,House / apartment,Core staff,1,1,0,180000,-20165,-6565,0,0,0,2,55,18,1
F,Working,Higher education,Married,House / apartment,Accountants,1,1,2,90000,-13156,-4234,0,0,0,4,36,11.5,1
M,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0,1,1,135000,-16728,-880,0,0,0,2,46,2.5,1
F,Working,Higher education,Married,House / apartment,Accountants,0,0,0,180000,-10868,-1266,1,1,1,2,30,3.5,0
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,180000,-11583,-1435,1,1,0,2,32,4,0
F,State servant,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,1,1,1,202500,-12337,-458,0,0,0,3,34,1.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,0,180000,-17158,-2990,0,0,0,2,47,8,1
M,State servant,Higher education,Married,Other,High skill tech staff,1,0,2,225000,-10937,-1539,0,0,0,4,30,4,1
F,Commercial associate,Higher education,Married,House / apartment,Private service staff,1,1,2,225000,-14100,-3623,0,0,0,4,39,10,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,1,1,0,90000,-14116,-2269,0,0,0,2,39,6,1
F,State servant,Incomplete higher,Married,Other,Core staff,0,0,2,135000,-11637,-2285,1,1,0,4,32,6.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1,1,1,225000,-10035,-1108,1,1,1,3,27,3,1
F,Working,Higher education,Married,House / apartment,Accountants,0,0,0,180000,-9948,-704,0,0,0,2,27,2,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,1,1,225000,-10467,-2895,0,0,0,3,29,8,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,1,180000,-10790,-2576,0,0,0,3,30,7,0
M,Working,Secondary / secondary special,Married,Other,Laborers,0,1,0,270000,-14754,-2871,1,0,0,2,40,8,1
F,Working,Higher education,Married,Other,Core staff,1,0,0,112500,-10475,-1792,1,1,0,2,29,5,1
M,Commercial associate,Secondary / secondary special,Married,Other,Security staff,0,0,0,247500,-18993,-1747,0,0,1,2,52,5,1
F,Commercial associate,Secondary / secondary special,Separated,Other,Sales staff,0,0,0,270000,-16999,-1140,1,1,0,1,47,3,0
F,Working,Higher education,Married,House / apartment,Core staff,0,1,2,58500,-14228,-5950,0,0,0,4,39,16.5,1
F,Working,Higher education,Separated,House / apartment,Managers,0,1,0,360000,-18899,-8538,0,1,0,1,52,23.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,148500,-8689,-1238,0,1,0,2,24,3.5,0
F,Working,Higher education,Civil marriage,House / apartment,Core staff,1,0,1,225000,-11501,-735,0,0,0,3,32,2,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,180000,-18341,-5574,1,1,0,2,50,15.5,1
F,Working,Incomplete higher,Married,House / apartment,Laborers,0,1,0,166500,-13156,-1917,0,0,0,2,36,5.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1,1,0,126000,-10302,-734,0,0,0,2,28,2,1
M,Working,Higher education,Married,House / apartment,Managers,1,1,0,202500,-20809,-5141,0,0,0,2,57,14,0
F,Working,Incomplete higher,Married,House / apartment,Sales staff,0,0,1,292500,-12454,-4030,1,1,0,3,34,11,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,193500,-15447,-1721,0,0,0,2,42,4.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,193500,-16921,-1095,0,0,1,3,46,3,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,0,225000,-17915,-3366,0,0,0,2,49,9,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,157500,-17211,-3232,0,0,0,2,47,9,1
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0,0,1,67500,-8729,-1755,1,0,0,3,24,5,1
F,Working,Secondary / secondary special,Separated,House / apartment,High skill tech staff,0,1,0,324000,-16120,-1557,0,0,0,1,44,4.5,0
F,Working,Secondary / secondary special,Married,Other,Laborers,0,1,0,90000,-17708,-5555,0,0,0,2,49,15,1
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0,1,0,450000,-16669,-460,0,0,1,2,46,1.5,1
F,Commercial associate,Higher education,Married,House / apartment,Accountants,0,0,0,202500,-17807,-3041,0,0,0,2,49,8.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,108000,-15973,-4603,0,0,0,3,44,12.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,0,0,90000,-18472,-1661,1,0,0,2,51,4.5,1
F,Commercial associate,Higher education,Married,House / apartment,Medicine staff,1,1,2,157500,-13584,-6337,0,1,0,4,37,17.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,135000,-10910,-2349,1,0,0,2,30,6.5,0
M,Working,Incomplete higher,Single / not married,House / apartment,Managers,1,0,0,247500,-8560,-316,1,0,0,1,23,1,1
F,State servant,Higher education,Separated,House / apartment,Laborers,0,1,0,94500,-18465,-1930,1,0,0,1,51,5.5,1
F,Working,Higher education,Married,House / apartment,Managers,1,0,0,180000,-15184,-347,1,1,0,2,42,1,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,180000,-17075,-2942,0,0,0,2,47,8,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,0,180000,-20713,-1621,0,0,0,2,57,4.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,135000,-10910,-2349,1,0,0,2,30,6.5,0
M,Working,Higher education,Married,House / apartment,Managers,1,1,0,180000,-17704,-3961,0,0,0,2,49,11,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,198000,-15427,-3307,1,1,0,3,42,9,1
F,Working,Higher education,Separated,House / apartment,Private service staff,0,0,0,315000,-13708,-1934,0,0,0,1,38,5.5,1
F,Commercial associate,Higher education,Married,House / apartment,Laborers,1,1,0,225000,-17235,-417,0,0,0,2,47,1,1
F,Working,Secondary / secondary special,Widow,House / apartment,Security staff,0,1,0,130500,-18245,-3292,0,0,0,1,50,9,1
F,Commercial associate,Higher education,Separated,House / apartment,Accountants,0,1,0,315000,-17752,-2380,1,1,0,1,49,6.5,1
F,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,1,0,216000,-17937,-3054,0,0,0,1,49,8.5,1
M,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,0,1,292500,-12692,-1056,0,1,0,2,35,3,0
M,Working,Incomplete higher,Married,House / apartment,Laborers,0,1,0,315000,-13326,-2588,1,0,0,2,37,7,0
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0,1,0,247500,-17862,-212,0,0,0,2,49,0.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,135000,-10112,-3170,1,1,0,3,28,8.5,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,2,67500,-15140,-3174,1,0,1,4,41,8.5,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,1,225000,-12241,-2893,0,0,0,3,34,8,1
M,Commercial associate,Higher education,Married,House / apartment,Managers,1,1,2,900000,-9889,-1000,0,0,0,4,27,2.5,1
F,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,0,1,0,202500,-21878,-7851,0,0,0,1,60,21.5,1
M,State servant,Secondary / secondary special,Married,House / apartment,Managers,1,1,1,225000,-17237,-1710,0,0,0,3,47,4.5,1
M,Working,Secondary / secondary special,Married,House / apartment,Security staff,1,1,0,112500,-11819,-1172,0,0,1,2,32,3,0
F,Commercial associate,Secondary / secondary special,Widow,House / apartment,Laborers,0,1,0,180000,-19819,-1463,0,1,0,1,54,4,1
M,Working,Higher education,Single / not married,House / apartment,Laborers,0,0,0,121500,-11162,-1327,1,1,0,1,31,3.5,1
F,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,0,1,0,202500,-16834,-1692,0,0,0,1,46,4.5,1
F,Working,Higher education,Separated,House / apartment,High skill tech staff,0,0,0,157500,-18843,-3474,1,1,0,1,52,9.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,1,0,265500,-15925,-3335,1,1,0,2,44,9,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,1,225000,-12241,-2893,0,0,0,3,34,8,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0,0,0,90000,-11616,-3029,0,0,0,2,32,8.5,0
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,0,135000,-21396,-1013,0,0,1,2,59,3,1
M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Managers,0,1,0,382500,-8760,-777,0,0,0,1,24,2,1
M,Working,Secondary / secondary special,Married,Other,Drivers,1,0,0,225000,-15092,-995,0,0,1,2,41,2.5,1
M,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,1,1,0,315000,-10450,-2077,0,0,0,2,29,5.5,1
M,Working,Higher education,Married,House / apartment,Managers,1,1,1,337500,-11494,-1861,1,1,1,3,31,5,1
F,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0,1,1,360000,-15864,-2696,0,1,0,3,43,7.5,1
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,0,108000,-12098,-2226,1,0,0,2,33,6,1
F,Commercial associate,Higher education,Married,House / apartment,Managers,0,1,0,202500,-17713,-718,1,1,0,2,49,2,1
M,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,0,1,135000,-10116,-880,0,0,0,3,28,2.5,1
F,Commercial associate,Higher education,Married,House / apartment,Sales staff,0,1,1,675000,-15843,-1398,0,1,0,3,43,4,1
F,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0,1,0,225000,-22897,-1812,0,0,0,2,63,5,1
F,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0,0,0,292500,-14232,-1404,0,1,0,2,39,4,0
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,0,1,1,135000,-16609,-186,0,0,0,3,46,0.5,1
M,State servant,Secondary / secondary special,Married,House / apartment,Security staff,1,1,0,337500,-18806,-1204,0,0,0,2,52,3.5,0
F,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0,1,2,118350,-10355,-3260,0,0,0,4,28,9,1
M,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,1,0,0,225000,-17762,-2484,0,0,0,2,49,7,1
M,Working,Secondary / secondary special,Married,House / apartment,Drivers,1,1,1,315000,-17543,-2851,0,1,0,3,48,8,1
F,Working,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,1,0,135000,-20929,-1651,0,0,0,1,57,4.5,1
M,Commercial associate,Secondary / secondary special,Single / not married,Other,Managers,0,1,0,180000,-10037,-1078,0,0,0,1,27,3,1
F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,0,270000,-16133,-582,0,0,0,2,44,1.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Laborers,1,1,0,135000,-17785,-1712,0,0,0,2,49,4.5,1
F,Working,Secondary / secondary special,Married,House / apartment,Core staff,0,1,0,130500,-13520,-5488,0,0,0,2,37,15,1
F,Working,Secondary / secondary special,Married,Other,Medicine staff,0,0,0,67500,-15675,-8691,1,1,0,2,43,24,1
F,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0,1,0,76500,-18249,-11061,0,1,0,2,50,30.5,1
F,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0,0,0,112500,-10303,-1527,1,1,0,2,28,4,1
F,Working,Higher education,Single / not married,House / apartment,Managers,0,1,0,135000,-9100,-1133,0,0,0,1,25,3,1
F,Working,Secondary / secondary special,Single / not married,Other,Sales staff,1,1,0,247500,-11770,-285,0,0,0,1,32,1,0
